,CarModel,AgeOfCar,Price,OdoMeterReading,Fuel_Type,DealingType,GearSystem,NoOfOwners,CarCompany,Scalled_Price,Scaled_OdoMeterReading,Fuel_Type_le,DealingType_le,GearSystem_le,NoOfOwners_le,CarCompany_le
176,Maruti Esteem Lxi - BSIII,16,93750.0,58000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.006193693693693693,-0.261923468041509,4,1,1,0,18
177,Chevrolet Spark 1.0 LS,13,218750.0,49000,Petrol,Direct Owner,Manual,Second Owner,Chevrolet,0.017454954954954954,-0.4548961403037447,4,1,1,2,3
178,Mahindra KUV 100 mFALCON G80 K2,7,531250.0,29000,Petrol,Direct Owner,Manual,First Owner,Mahindra,0.04560810810810811,-0.8837243008864907,4,1,1,0,17
179,Maruti Wagon R LXI Minor,15,250000.0,94000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.020270270270270268,0.5099672210074339,4,1,1,2,18
180,Renault KWID 1.0 RXT Optional,6,487500.0,34000,Petrol,Direct Owner,Manual,First Owner,Renault,0.041666666666666664,-0.7765172607408042,4,1,1,0,23
181,Maruti Wagon R LXI Minor,16,168750.0,54000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.01295045045045045,-0.3476891001580582,4,1,1,0,18
182,Renault KWID RXT Optional,7,350000.0,27000,Petrol,Direct Owner,Manual,First Owner,Renault,0.029279279279279275,-0.9266071169447653,4,1,1,0,23
183,Volkswagen Polo Diesel Highline 1.2L,10,543748.75,104000,Diesel,Direct Owner,Manual,Second Owner,Volkswagen,0.04673412162162162,0.7243813012988068,1,1,1,2,27
184,Renault Duster 85PS Diesel RxL,8,812500.0,104000,Diesel,Direct Owner,Manual,First Owner,Renault,0.07094594594594594,0.7243813012988068,1,1,1,0,23
185,Maruti Alto K10 2010-2014 VXI,11,325000.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.027027027027027025,-0.5621031804494312,4,1,1,0,18
186,Hyundai Creta 1.6 VTVT S,6,1125000.0,18700,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.09909909909909909,-1.1045708035866049,4,1,1,0,10
187,Mahindra Renault Logan 1.6 Petrol GLSX,14,250000.0,34000,Petrol,Direct Owner,Manual,Second Owner,Mahindra,0.020270270270270268,-0.7765172607408042,4,1,1,2,17
188,Hyundai Xcent 1.1 CRDi Base,8,525000.0,64000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.04504504504504504,-0.1332750198666852,1,1,1,0,10
189,Maruti Alto 800 LXI,5,381250.0,39000,Petrol,Broker,Manual,First Owner,Maruti,0.03209459459459459,-0.6693102205951177,4,0,1,0,18
191,Toyota Camry Hybrid,17,387500.0,66000,Electric,Broker,Automatic,Second Owner,Toyota,0.03265765765765766,-0.09039220380841058,2,0,0,2,26
192,Maruti Wagon R LXI DUO BSIII,15,156250.0,156000,LPG,Direct Owner,Manual,Second Owner,Maruti,0.011824324324324323,1.8393345188139465,3,1,1,2,18
193,Honda BR-V i-DTEC VX MT,7,1137500.0,47377,Diesel,Broker,Manual,First Owner,Honda,0.10022522522522521,-0.4896955455350345,1,0,1,0,9
194,Maruti Alto K10 LXI,12,275000.0,74000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.022522522522522518,0.08113906042468783,4,1,1,2,18
195,Honda BR-V i-VTEC VX MT,6,1335000.0,40000,Petrol,Broker,Manual,First Owner,Honda,0.118018018018018,-0.6478688125659804,4,0,1,0,9
197,Hyundai Grand i10 1.2 Kappa Sportz AT,5,687500.0,39000,Petrol,Direct Owner,Automatic,First Owner,Hyundai,0.059684684684684686,-0.6693102205951177,4,1,0,0,10
198,Maruti Alto 800 LXI,6,200000.0,54000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.015765765765765764,-0.3476891001580582,4,1,1,0,18
199,Hyundai Getz GLE,16,137500.0,64000,Petrol,Direct Owner,Manual,Fourth & Above Owner,Hyundai,0.010135135135135134,-0.1332750198666852,4,1,1,1,10
200,Maruti Wagon R LXI CNG,10,312500.0,75000,CNG,Direct Owner,Manual,Second Owner,Maruti,0.025900900900900897,0.10258046845382512,0,1,1,2,18
201,Hyundai i10 Magna,11,287498.75,53824,Petrol,Broker,Manual,First Owner,Hyundai,0.023648536036036033,-0.35146278797118635,4,0,1,0,10
202,Maruti Swift VDI BSIV,8,400000.0,78820,Diesel,Direct Owner,Manual,First Owner,Maruti,0.033783783783783786,0.1844866471251296,1,1,1,0,18
203,Hyundai Getz GLS,16,118750.0,124000,Petrol,Direct Owner,Manual,Fourth & Above Owner,Hyundai,0.008445945945945946,1.153209461881553,4,1,1,1,10
204,Maruti Swift ZXI BSIV,7,837500.0,11104,Petrol,Trustmark Broker,Manual,First Owner,Maruti,0.07319819819819819,-1.2674397389759318,4,2,1,0,18
205,Hyundai i20 Sportz 1.2,9,562500.0,84000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.04842342342342342,0.2955531407160608,4,1,1,0,10
206,Honda City i DTEC VX,9,750000.0,54000,Diesel,Direct Owner,Manual,First Owner,Honda,0.0653153153153153,-0.3476891001580582,1,1,1,0,9
207,Maruti Alto LXi,14,97500.0,124000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.006531531531531531,1.153209461881553,4,1,1,2,18
208,Maruti Swift Vdi BSIII,16,125000.0,114000,Diesel,Direct Owner,Manual,Fourth & Above Owner,Maruti,0.009009009009009009,0.9387953815901798,1,1,1,1,18
209,Mahindra Xylo D4,8,625000.0,54000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.05405405405405405,-0.3476891001580582,1,1,1,2,17
210,Tata Indigo LX,11,162500.0,94000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.012387387387387387,0.5099672210074339,1,1,1,2,25
212,Mahindra Quanto C6,10,436250.0,104000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.037049549549549546,0.7243813012988068,1,1,1,0,17
213,Maruti SX4 Vxi BSIV,11,281250.0,114000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.023085585585585582,0.9387953815901798,4,1,1,2,18
214,Hyundai Santro Xing XL eRLX Euro III,18,143748.75,94000,Petrol,Broker,Manual,Second Owner,Hyundai,0.010698085585585585,0.5099672210074339,4,0,1,2,10
215,Maruti Baleno Delta Automatic,5,687500.0,29000,Petrol,Direct Owner,Automatic,First Owner,Maruti,0.059684684684684686,-0.8837243008864907,4,1,0,0,18
216,Maruti Swift Dzire VDI,10,531250.0,65083,Diesel,Broker,Manual,First Owner,Maruti,0.04560810810810811,-0.1100539749711295,1,0,1,0,18
217,Hyundai Venue SX Opt Turbo BSIV,3,1312500.0,5100,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.11599099099099097,-1.3961739527828723,4,1,1,0,10
218,Maruti Ertiga VXI,8,781250.0,15918,Petrol,Trustmark Broker,Manual,First Owner,Maruti,0.06813063063063061,-1.164220800723665,4,2,1,0,18
219,Maruti Alto 800 LXI,8,387500.0,34000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.03265765765765766,-0.7765172607408042,4,1,1,2,18
220,Maruti Swift Dzire LDI,10,312500.0,84000,Diesel,Direct Owner,Manual,Fourth & Above Owner,Maruti,0.025900900900900897,0.2955531407160608,1,1,1,1,18
221,Renault Duster 110PS Diesel RxZ,10,400000.0,94000,Diesel,Direct Owner,Manual,Second Owner,Renault,0.033783783783783786,0.5099672210074339,1,1,1,2,23
222,Mahindra XUV500 W8 2WD,8,1250000.0,124000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.11036036036036034,1.153209461881553,1,1,1,2,17
223,Honda Jazz 1.5 VX i DTEC,8,562500.0,42000,Diesel,Direct Owner,Manual,First Owner,Honda,0.04842342342342342,-0.6049859965077058,1,1,1,0,9
224,Mahindra Scorpio 1.99 S4,7,637498.75,64000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.05518006756756757,-0.1332750198666852,1,1,1,0,17
225,Skoda Rapid 1.6 TDI Elegance,11,343750.0,124000,Diesel,Direct Owner,Manual,Second Owner,Skoda,0.028716216216216214,1.153209461881553,1,1,1,2,24
226,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,6,937500.0,19000,Petrol,Direct Owner,Manual,First Owner,Tata,0.0822072072072072,-1.0981383811778638,4,1,1,0,25
227,Hyundai Venue SX Opt Diesel,3,1250000.0,9000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.11036036036036034,-1.3125524614692368,1,1,1,0,10
228,Toyota Corolla Altis Diesel D4DG,13,312500.0,124000,Diesel,Direct Owner,Manual,First Owner,Toyota,0.025900900900900897,1.153209461881553,1,1,1,0,26
229,Maruti Swift Star VDI,10,312500.0,59000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.025900900900900897,-0.24048206001237168,1,1,1,0,18
230,Volkswagen Ameo 1.5 TDI Highline Plus 16,5,825000.0,29000,Diesel,Direct Owner,Manual,First Owner,Volkswagen,0.07207207207207206,-0.8837243008864907,1,1,1,0,27
231,Hyundai Verna CRDi 1.6 AT EX,5,1375000.0,29000,Diesel,Direct Owner,Automatic,Second Owner,Hyundai,0.12162162162162161,-0.8837243008864907,1,1,0,2,10
232,Renault Duster 110PS Diesel RxZ,11,543748.75,114000,Diesel,Direct Owner,Manual,Second Owner,Renault,0.04673412162162162,0.9387953815901798,1,1,1,2,23
233,Renault Duster 85PS Diesel RxL,10,562500.0,5000,Diesel,Broker,Manual,Second Owner,Renault,0.04842342342342342,-1.398318093585786,1,0,1,2,23
234,Toyota Corolla Altis 1.8 J,15,500000.0,39000,Petrol,Direct Owner,Manual,Second Owner,Toyota,0.04279279279279279,-0.6693102205951177,4,1,1,2,26
235,Honda City i DTEC VX,8,981250.0,44000,Diesel,Direct Owner,Manual,First Owner,Honda,0.08614864864864864,-0.5621031804494312,1,1,1,0,9
236,Tata Nexon 1.5 Revotorq XZ,6,1156250.0,30766,Diesel,Broker,Manual,First Owner,Tata,0.1019144144144144,-0.8458587743070343,1,0,1,0,25
237,Hyundai i20 Active 1.2 SX,7,812500.0,30000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.07094594594594594,-0.8622828928573534,4,1,1,0,10
238,Maruti Alto K10 2010-2014 VXI,11,250000.0,94000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.020270270270270268,0.5099672210074339,4,1,1,2,18
239,Mahindra Bolero DI DX 7 Seater,22,100000.0,104000,Diesel,Direct Owner,Manual,Third Owner,Mahindra,0.006756756756756757,0.7243813012988068,1,1,1,4,17
240,Datsun GO Plus T Option,6,437500.0,84000,Petrol,Direct Owner,Manual,First Owner,Datsun,0.037162162162162164,0.2955531407160608,4,1,1,0,5
241,Hyundai Accent Executive,13,150000.0,71000,Petrol,Direct Owner,Manual,Third Owner,Hyundai,0.01126126126126126,0.016814836337275922,4,1,1,4,10
242,Ford Fiesta 1.6 ZXi Duratec,16,237500.0,64000,Petrol,Direct Owner,Manual,Third Owner,Ford,0.019144144144144143,-0.1332750198666852,4,1,1,4,8
243,Toyota Corolla Altis GL MT,7,1437500.0,68156,Petrol,Trustmark Broker,Manual,First Owner,Toyota,0.12725225225225223,-0.04416452809759056,4,2,1,0,26
244,Hyundai Santro LP zipPlus,22,65000.0,54000,Petrol,Direct Owner,Manual,Third Owner,Hyundai,0.003603603603603603,-0.3476891001580582,4,1,1,4,10
245,Hyundai Verna 1.6 SX CRDi (O),12,487500.0,94000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.041666666666666664,0.5099672210074339,1,1,1,0,10
246,Maruti Zen Estilo LXI BS IV,12,287498.75,74000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.023648536036036033,0.08113906042468783,4,1,1,0,18
247,Ford Figo 1.5D Titanium MT,7,643750.0,29000,Diesel,Direct Owner,Manual,First Owner,Ford,0.05574324324324324,-0.8837243008864907,1,1,1,0,8
248,Maruti Swift VXI Optional,8,500000.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.04279279279279279,-0.5621031804494312,4,1,1,0,18
249,Nissan Micra Active XV,6,543748.75,20267,Petrol,Broker,Manual,First Owner,Nissan,0.04673412162162162,-1.0709721172049467,4,0,1,0,21
250,Hyundai Santro Xing GL Plus,10,362500.0,53000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.030405405405405404,-0.3691305081871955,4,1,1,0,10
251,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,15,737500.0,93600,Diesel,Direct Owner,Manual,Third Owner,Toyota,0.06418918918918919,0.501390657795779,1,1,1,4,26
252,Maruti Alto LX,12,168750.0,54000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.01295045045045045,-0.3476891001580582,4,1,1,0,18
253,Mahindra Xylo E4 8S,13,406250.0,124000,Diesel,Direct Owner,Manual,Third Owner,Mahindra,0.03434684684684685,1.153209461881553,1,1,1,4,17
254,Maruti SX4 Celebration Petrol,11,275000.0,94000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.022522522522522518,0.5099672210074339,4,1,1,2,18
255,Mahindra Verito 1.5 D4 BSIV,8,375000.0,94000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.03153153153153153,0.5099672210074339,1,1,1,0,17
256,Tata Indigo CR4,10,275000.0,104000,Diesel,Direct Owner,Manual,First Owner,Tata,0.022522522522522518,0.7243813012988068,1,1,1,0,25
257,Hyundai i10 Sportz,12,312500.0,54000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.025900900900900897,-0.3476891001580582,4,1,1,0,10
258,Hyundai Verna 1.6 VTVT,11,375000.0,44000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.03153153153153153,-0.5621031804494312,4,1,1,0,10
259,Hyundai Grand i10 Nios Magna CRDi,3,875000.0,5400,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.07657657657657657,-1.389741530374131,1,1,1,0,10
260,Hyundai EON Magna Plus,7,287498.75,84000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.023648536036036033,0.2955531407160608,4,1,1,0,10
261,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,6,887500.0,114000,Diesel,Direct Owner,Automatic,First Owner,Volkswagen,0.07770270270270269,0.9387953815901798,1,1,0,0,27
262,Maruti Wagon R VX,23,62500.0,92500,Petrol,Direct Owner,Manual,Fourth & Above Owner,Maruti,0.003378378378378378,0.4778051089637279,4,1,1,1,18
263,Ford Fiesta Titanium 1.5 TDCi,10,562500.0,79000,Diesel,Direct Owner,Manual,Second Owner,Ford,0.04842342342342342,0.18834610057037432,1,1,1,2,8
264,Ford Figo Diesel EXI,11,350000.0,84000,Diesel,Direct Owner,Manual,Second Owner,Ford,0.029279279279279275,0.2955531407160608,1,1,1,2,8
265,Toyota Innova 2.5 VX (Diesel) 8 Seater,10,1156250.0,79000,Diesel,Direct Owner,Manual,First Owner,Toyota,0.1019144144144144,0.18834610057037432,1,1,1,0,26
267,Hyundai i20 1.4 CRDi Magna,11,312500.0,74000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.025900900900900897,0.08113906042468783,1,1,1,0,10
268,Maruti Omni MPI STD BSIV,8,162500.0,74000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.012387387387387387,0.08113906042468783,4,1,1,0,18
269,Toyota Innova 2.5 G (Diesel) 8 Seater,10,1262500.0,124000,Diesel,Direct Owner,Manual,First Owner,Toyota,0.11148648648648647,1.153209461881553,1,1,1,0,26
270,Tata Indica Vista Aqua 1.4 TDI,12,112500.0,58000,Diesel,Direct Owner,Manual,First Owner,Tata,0.007882882882882882,-0.261923468041509,1,1,1,0,25
272,Chevrolet Aveo 1.4 LS,15,212500.0,85324,Petrol,Broker,Manual,First Owner,Chevrolet,0.01689189189189189,0.3239415649466386,4,0,1,0,3
273,Hyundai Xcent 1.1 CRDi SX,7,537500.0,39000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.04617117117117117,-0.6693102205951177,1,1,1,0,10
274,Renault KWID RXT,7,337500.0,64000,Petrol,Direct Owner,Manual,Second Owner,Renault,0.02815315315315315,-0.1332750198666852,4,1,1,2,23
275,Nissan Micra Active XV S,10,205000.0,34000,Petrol,Direct Owner,Manual,First Owner,Nissan,0.016216216216216214,-0.7765172607408042,4,1,1,0,21
276,Maruti Ciaz ZXi Plus,8,843750.0,70000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.07376126126126126,-0.004626571691861379,4,1,1,0,18
277,Maruti Wagon R VXI,11,362500.0,84000,Petrol,Broker,Manual,First Owner,Maruti,0.030405405405405404,0.2955531407160608,4,0,1,0,18
278,Ford EcoSport 1.5 TDCi Titanium BSIV,7,812500.0,85595,Diesel,Broker,Manual,First Owner,Ford,0.07094594594594594,0.32975218652253485,1,0,1,0,8
279,Chevrolet Beat Diesel LT,11,250000.0,54000,Diesel,Direct Owner,Manual,First Owner,Chevrolet,0.020270270270270268,-0.3476891001580582,1,1,1,0,3
280,Tata Manza Aura Quadrajet,14,231250.0,64000,Diesel,Direct Owner,Manual,Third Owner,Tata,0.01858108108108108,-0.1332750198666852,1,1,1,4,25
281,Hyundai EON Era Plus Sports Edition,9,350000.0,59000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.029279279279279275,-0.24048206001237168,4,1,1,0,10
282,Hyundai Santro Xing XL eRLX Euro III,16,93750.0,118000,Petrol,Direct Owner,Manual,Second Owner,Hyundai,0.006193693693693693,1.0245610137067291,4,1,1,2,10
283,Mahindra TUV 300 T8 AMT,7,912500.0,64000,Diesel,Direct Owner,Automatic,Second Owner,Mahindra,0.07995495495495494,-0.1332750198666852,1,1,0,2,17
284,Hyundai EON Magna Optional,8,375000.0,26000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.03153153153153153,-0.9480485249739027,4,1,1,0,10
285,Maruti Swift Dzire VDI,5,937500.0,24000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.0822072072072072,-0.9909313410321773,1,1,1,0,18
288,Maruti Wagon R LXI LPG BSIV,11,275000.0,84000,LPG,Direct Owner,Manual,Second Owner,Maruti,0.022522522522522518,0.2955531407160608,3,1,1,2,18
289,Maruti SX4 ZDI,12,275000.0,94000,Diesel,Direct Owner,Manual,Third Owner,Maruti,0.022522522522522518,0.5099672210074339,1,1,1,4,18
290,Mahindra Xylo D2 BSIV,10,562500.0,124000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.04842342342342342,1.153209461881553,1,1,1,0,17
291,Maruti Alto LXi,14,137500.0,24000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.010135135135135134,-0.9909313410321773,4,1,1,0,18
292,Maruti Baleno Alpha 1.2,6,773750.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.06745495495495495,-0.5621031804494312,4,1,1,0,18
293,Maruti Swift Dzire VDi,14,187500.0,124000,Diesel,Direct Owner,Manual,Second Owner,Maruti,0.014639639639639638,1.153209461881553,1,1,1,2,18
294,Tata Indica LXI,19,100000.0,50000,Petrol,Direct Owner,Manual,Second Owner,Tata,0.006756756756756757,-0.4334547322746074,4,1,1,2,25
295,Renault KWID RXL,7,275000.0,64000,Petrol,Direct Owner,Manual,Third Owner,Renault,0.022522522522522518,-0.1332750198666852,4,1,1,4,23
296,Renault KWID RXT,7,375000.0,44000,Petrol,Direct Owner,Manual,First Owner,Renault,0.03153153153153153,-0.5621031804494312,4,1,1,0,23
297,Renault Captur 1.5 Diesel RXT,6,1031250.0,17500,Diesel,Direct Owner,Manual,First Owner,Renault,0.09065315315315314,-1.1303004932215697,1,1,1,0,23
298,Mahindra XUV500 AT W10 AWD,7,1212498.75,74000,Diesel,Direct Owner,Automatic,Second Owner,Mahindra,0.10698186936936936,0.08113906042468783,1,1,0,2,17
299,Chevrolet Aveo U-VA 1.2 LS,14,162500.0,91293,Petrol,Broker,Manual,First Owner,Chevrolet,0.012387387387387387,0.4519253294725592,4,0,1,0,3
300,Mahindra Scorpio M2DI,13,600000.0,94000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.0518018018018018,0.5099672210074339,1,1,1,0,17
301,Chevrolet Tavera LS B3 7 Seats BSII,18,187500.0,154000,Diesel,Direct Owner,Manual,First Owner,Chevrolet,0.014639639639639638,1.796451702755672,1,1,1,0,3
302,Tata Zest Revotron 1.2 XT,8,475000.0,21152,Petrol,Direct Owner,Manual,First Owner,Tata,0.04054054054054054,-1.0519964710991603,4,1,1,0,25
303,Maruti 800 AC,15,112500.0,74000,Petrol,Direct Owner,Manual,Third Owner,Maruti,0.007882882882882882,0.08113906042468783,4,1,1,4,18
304,Honda City i VTEC S,9,625000.0,64000,Petrol,Direct Owner,Manual,First Owner,Honda,0.05405405405405405,-0.1332750198666852,4,1,1,0,9
305,Renault Duster 85PS Diesel RxL,10,562500.0,5000,Diesel,Broker,Manual,Second Owner,Renault,0.04842342342342342,-1.398318093585786,1,0,1,2,23
306,Maruti Zen Estilo Sports,15,175000.0,124000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.013513513513513513,1.153209461881553,4,1,1,0,18
307,Hyundai Verna 1.6 VTVT,13,237500.0,42000,Petrol,Broker,Manual,First Owner,Hyundai,0.019144144144144143,-0.6049859965077058,4,0,1,0,10
308,Hyundai i10 Magna,15,175000.0,107921,Petrol,Direct Owner,Manual,Second Owner,Hyundai,0.013513513513513513,0.8084530621810542,4,1,1,2,10
309,Renault Duster 85PS Diesel RxL Optional,11,468750.0,154000,Diesel,Direct Owner,Manual,First Owner,Renault,0.03997747747747748,1.796451702755672,1,1,1,0,23
310,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,5,1162500.0,24000,Diesel,Direct Owner,Manual,First Owner,Ford,0.10247747747747747,-0.9909313410321773,1,1,1,0,8
311,Hyundai Verna 1.6 SX VTVT,10,531250.0,63319,Petrol,Broker,Manual,First Owner,Hyundai,0.04560810810810811,-0.14787661873452768,4,0,1,0,10
312,Hyundai Verna VTVT 1.6 AT SX Option,6,1375000.0,14000,Petrol,Direct Owner,Automatic,First Owner,Hyundai,0.12162162162162161,-1.2053454213235502,4,1,0,0,10
313,Hyundai Creta 1.6 CRDi SX Plus,8,1062500.0,88000,Diesel,Broker,Manual,First Owner,Hyundai,0.09346846846846846,0.38131877283261006,1,0,1,0,10
314,Hyundai i20 1.2 Sportz,10,468750.0,45041,Petrol,Broker,Manual,First Owner,Hyundai,0.03997747747747748,-0.5397826746910993,4,0,1,0,10
315,Fiat Grande Punto Active (Diesel),14,156250.0,99000,Diesel,Direct Owner,Manual,Second Owner,Fiat,0.011824324324324323,0.6171742611531204,1,1,1,2,6
316,Hyundai Elite i20 Diesel Asta Option,4,1024998.75,44000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.09008997747747746,-0.5621031804494312,1,1,1,0,10
317,Mahindra Scorpio S6 Plus 7 Seater,8,1112500.0,56000,Diesel,Broker,Manual,First Owner,Mahindra,0.09797297297297296,-0.3048062840997836,1,0,1,0,17
318,Tata Indica Vista Aura 1.2 Safire,14,150000.0,84000,Petrol,Direct Owner,Manual,Second Owner,Tata,0.01126126126126126,0.2955531407160608,4,1,1,2,25
319,Nissan Terrano XL 85 PS,9,750000.0,31000,Diesel,Broker,Manual,First Owner,Nissan,0.0653153153153153,-0.8408414848282161,1,0,1,0,21
320,Maruti 800 AC BSIII,16,93750.0,94000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.006193693693693693,0.5099672210074339,4,1,1,2,18
321,Maruti Ritz VDi,12,250000.0,124000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.020270270270270268,1.153209461881553,1,1,1,0,18
322,Maruti 800 AC BSIII,14,137500.0,87000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.010135135135135134,0.35987736480347277,4,1,1,2,18
323,BMW 5 Series 530i,17,600000.0,114000,Petrol,Direct Owner,Automatic,Second Owner,BMW,0.0518018018018018,0.9387953815901798,4,1,0,2,2
324,Tata Indica Vista Aqua 1.3 Quadrajet,13,137500.0,114000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.010135135135135134,0.9387953815901798,1,1,1,2,25
325,Honda Amaze VX i-VTEC,5,850000.0,52600,Petrol,Broker,Manual,First Owner,Honda,0.07432432432432431,-0.3777070713988504,4,0,1,0,9
326,Maruti S-Cross Alpha DDiS 200 SH,6,1250000.0,34000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.11036036036036034,-0.7765172607408042,1,1,1,0,18
327,Maruti Ertiga SHVS VDI,6,981250.0,28000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.08614864864864864,-0.905165708915628,1,1,1,0,18
328,Hyundai EON LPG Magna Plus,11,212500.0,174000,LPG,Direct Owner,Manual,Third Owner,Hyundai,0.01689189189189189,2.225279863338418,3,1,1,4,10
